kode_kabupaten,nama_kabupaten,kode_kec,nama_kec
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242221,"Kec. Malaka Barat"
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242232,"Kec. Malaka Tengah"
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242228,"Kec. Malaka Timur"
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242224,"Kec. Rinhat"
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242226,"Kec. Sasitamean"
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242223,"Kec. Weliman"
242200,"Kab. Malaka, Prov. Nusa Tenggara Timur",242222,"Kec. Wewiku"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241113,"Kec. Cibal"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241122,"Kec. Cibal Barat"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241111,"Kec. Langke Rembong"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241120,"Kec. Lelak"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241119,"Kec. Rahong Utara"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241114,"Kec. Reok"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241121,"Kec. Reok Barat"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241112,"Kec. Ruteng"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241118,"Kec. Satar Mese Barat"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241104,"Kec. Satarmese"
241100,"Kab. Manggarai, Prov. Nusa Tenggara Timur",241117,"Kec. Wae Ri`I"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241606,"Kec. Boleng"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241601,"Kec. Komodo"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241604,"Kec. Kuwus"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241611,"Kec. Kuwus Barat"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241603,"Kec. Lembor"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241609,"Kec. Lembor Selatan"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241605,"Kec. Macang Pacar"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241610,"Kec. Mbeliling"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241608,"Kec. Ndoso"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241612,"Kec. Pacar"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241602,"Kec. Sano Nggoang"
241600,"Kab. Manggarai Barat, Prov. Nusa Tenggara Timur",241607,"Kec. Welak"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242006,"Kec. Borong"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242001,"Kec. Elar"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242009,"Kec. Elar Selatan"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242002,"Kec. Kota Komba"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242003,"Kec. Lamba Leda"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242004,"Kec. Poco Ranaka"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242008,"Kec. Poco Ranaka Timur"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242007,"Kec. Rana Mese"
242000,"Kab. Manggarai Timur, Prov. Nusa Tenggara Timur",242005,"Kec. Sambi Rampas"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241701,"Kec. Aesesa"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241708,"Kec. Aesesa Selatan"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241702,"Kec. Boawae"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241703,"Kec. Keo Tengah"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241704,"Kec. Mauponggo"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241705,"Kec. Nangaroro"
241700,"Kab. Nagakeo, Prov. Nusa Tenggara Timur",241706,"Kec. Wolowae"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241001,"Kec. Aimere"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241002,"Kec. Bajawa"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241007,"Kec. Bajawa Utara"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241003,"Kec. Golewa"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241004,"Kec. Golewa Barat"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241019,"Kec. Golewa Selatan"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241018,"Kec. Inerie"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241015,"Kec. Jerebuu"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241008,"Kec. Riung"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241012,"Kec. Riung Barat"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241017,"Kec. Riung Selatan (Wolomeze)"
241000,"Kab. Ngada, Prov. Nusa Tenggara Timur",241013,"Kec. Soa"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241513,"Kec. Landu Leko"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241506,"Kec. Lobalain"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241512,"Kec. Ndao Nuse"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241508,"Kec. Pantai Baru"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241510,"Kec. Rote Barat"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241504,"Kec. Rote Barat Daya"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241505,"Kec. Rote Barat Laut"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241511,"Kec. Rote Selatan"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241507,"Kec. Rote Tengah"
241500,"Kab. Rote-Ndao, Prov. Nusa Tenggara Timur",241509,"Kec. Rote Timur"
242100,"Kab. Sabu Raijua, Prov. Nusa Tenggara Timur",242111,"Kec. Hawu Mehara"
242100,"Kab. Sabu Raijua, Prov. Nusa Tenggara Timur",242113,"Kec. Raijua"
242100,"Kab. Sabu Raijua, Prov. Nusa Tenggara Timur",242115,"Kec. Sabu Barat"
242100,"Kab. Sabu Raijua, Prov. Nusa Tenggara Timur",242114,"Kec. Sabu Liae"
242100,"Kab. Sabu Raijua, Prov. Nusa Tenggara Timur",242112,"Kec. Sabu Tengah"
242100,"Kab. Sabu Raijua, Prov. Nusa Tenggara Timur",242116,"Kec. Sabu Timur"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240808,"Kec. Alok"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240813,"Kec. Alok Barat"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240814,"Kec. Alok Timur"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240803,"Kec. Bola"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240820,"Kec. Doreng"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240818,"Kec. Hewokloang"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240819,"Kec. Kangae"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240805,"Kec. Kewapante"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240816,"Kec. Koting"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240802,"Kec. Lela"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240815,"Kec. Magependa"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240821,"Kec. Mapitara"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240809,"Kec. Mego"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240806,"Kec. Nelle"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240807,"Kec. Nita"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240801,"Kec. Paga"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240811,"Kec. Palue"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240804,"Kec. Talibura"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240817,"Kec. Tana Wawo"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240812,"Kec. Waiblama"
240800,"Kab. Sikka, Prov. Nusa Tenggara Timur",240810,"Kec. Waigete"
241300,"Kab. Sumba Barat, Prov. Nusa Tenggara Timur",241306,"Kec. Kota Waikabubak"
241300,"Kab. Sumba Barat, Prov. Nusa Tenggara Timur",241319,"Kec. Laboya Barat"
241300,"Kab. Sumba Barat, Prov. Nusa Tenggara Timur",241311,"Kec. Lamboya"
241300,"Kab. Sumba Barat, Prov. Nusa Tenggara Timur",241305,"Kec. Loli"
241300,"Kab. Sumba Barat, Prov. Nusa Tenggara Timur",241318,"Kec. Tana Righu"
241300,"Kab. Sumba Barat, Prov. Nusa Tenggara Timur",241310,"Kec. Wanokaka"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241901,"Kec. Kodi"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241911,"Kec. Kodi Balaghar"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241902,"Kec. Kodi Bangedo"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241908,"Kec. Kodi Utara"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241909,"Kec. Kota Tambolaka"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241903,"Kec. Loura"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241904,"Kec. Wewewa Barat"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241905,"Kec. Wewewa Selatan"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241910,"Kec. Wewewa Tengah"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241906,"Kec. Wewewa Timur"
241900,"Kab. Sumba Barat Daya, Prov. Nusa Tenggara Timur",241907,"Kec. Wewewa Utara"
241800,"Kab. Sumba Tengah, Prov. Nusa Tenggara Timur",241801,"Kec. Katiku Tana"
241800,"Kab. Sumba Tengah, Prov. Nusa Tenggara Timur",241805,"Kec. Katiku Tana Selatan"
241800,"Kab. Sumba Tengah, Prov. Nusa Tenggara Timur",241802,"Kec. Mamboro"
241800,"Kab. Sumba Tengah, Prov. Nusa Tenggara Timur",241803,"Kec. Umbu Ratu Nggay"
241800,"Kab. Sumba Tengah, Prov. Nusa Tenggara Timur",241804,"Kec. Umbu Ratu Nggay Barat"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241208,"Kec. Haharu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241212,"Kec. Kahaungu Eti"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241219,"Kec. Kambata Mapambuhang"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241220,"Kec. Kambera"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241221,"Kec. Kanatang"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241210,"Kec. Karera"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241216,"Kec. Katala Hamu Lingu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241207,"Kec. Kota Waingapu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241201,"Kec. Lewa"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241222,"Kec. Lewa Tidahu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241217,"Kec. Mahu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241213,"Kec. Matawai La Pawu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241218,"Kec. Ngadu Ngala"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241209,"Kec. Nggaha Ori Angu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241203,"Kec. Paberiwai"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241204,"Kec. Pahunga Lodu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241206,"Kec. Pandawai"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241214,"Kec. Pinu Pahar"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241205,"Kec. Rindi"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241202,"Kec. Tabundung"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241211,"Kec. Umalulu"
241200,"Kab. Sumba Timur, Prov. Nusa Tenggara Timur",241215,"Kec. Wulla Waijelu"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240310,"Kec. Amanatun Selatan"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240311,"Kec. Amanatun Utara"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240304,"Kec. Amanuban Barat"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240305,"Kec. Amanuban Selatan"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240307,"Kec. Amanuban Tengah"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240308,"Kec. Amanuban Timur"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240314,"Kec. BatuPutih"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240315,"Kec. Boking"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240331,"Kec. Fatukopa"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240312,"Kec. Fatumnasi"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240330,"Kec. Fautmolo"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240309,"Kec. Kie"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240324,"Kec. Kok Baun"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240320,"Kec. Kolbano"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240318,"Kec. Kot`Olin"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240303,"Kec. Kota Soe"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240321,"Kec. Kualin"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240306,"Kec. Kuanfatu"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240328,"Kec. Kuatnana"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240323,"Kec. Mollo Barat"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240302,"Kec. Mollo Selatan"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240327,"Kec. Mollo Tengah"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240301,"Kec. Mollo Utara"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240316,"Kec. Noebana"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240329,"Kec. Noebeba"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240326,"Kec. Nunbena"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240317,"Kec. Nunkolo"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240319,"Kec. Oenino"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240313,"Kec. Polen"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240332,"Kec. Santian"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240325,"Kec. Tobu"
240300,"Kab. Timor Tengah Selatan, Prov. Nusa Tenggara Timur",240322,"Kec. Toianas"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240409,"Kec. Biboki Anleu"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240424,"Kec. Biboki Feotleu"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240423,"Kec. Biboki Moenleu"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240405,"Kec. Biboki Selatan"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240422,"Kec. Biboki Tanpah"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240406,"Kec. Biboki Utara"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240416,"Kec. Bikomi Nilulat"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240414,"Kec. Bikomi Selatan"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240415,"Kec. Bikomi Tengah"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240417,"Kec. Bikomi Utara"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240404,"Kec. Insana"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240420,"Kec. Insana Barat"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240419,"Kec. Insana Fafinesu"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240421,"Kec. Insana Tengah"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240408,"Kec. Insana Utara"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240403,"Kec. Kota Kefamenanu"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240401,"Kec. Miomafo Barat"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240411,"Kec. Miomafo Tengah"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240402,"Kec. Miomafo Timur"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240412,"Kec. Musi"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240413,"Kec. Mutis"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240418,"Kec. Naibenu"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240407,"Kec. Noemuti"
240400,"Kab. Timor Tengah Utara, Prov. Nusa Tenggara Timur",240410,"Kec. Noemuti Timur"
246000,"Kota Kupang, Prov. Nusa Tenggara Timur",246001,"Kec. Alak"
246000,"Kota Kupang, Prov. Nusa Tenggara Timur",246004,"Kec. Kelapa Lima"
246000,"Kota Kupang, Prov. Nusa Tenggara Timur",246006,"Kec. Kota Lama"
246000,"Kota Kupang, Prov. Nusa Tenggara Timur",246005,"Kec. Kota Raja"
246000,"Kota Kupang, Prov. Nusa Tenggara Timur",246002,"Kec. Maulafa"
246000,"Kota Kupang, Prov. Nusa Tenggara Timur",246003,"Kec. Oebobo"
251500,"Kab. Asmat, Prov. Papua",251506,"Kec. Agats"
251500,"Kab. Asmat, Prov. Papua",251505,"Kec. Akat"
251500,"Kab. Asmat, Prov. Papua",251521,"Kec. Aswi"
251500,"Kab. Asmat, Prov. Papua",251503,"Kec. Atsy"
251500,"Kab. Asmat, Prov. Papua",251522,"Kec. Awyu"
251500,"Kab. Asmat, Prov. Papua",251514,"Kec. Ayip"
251500,"Kab. Asmat, Prov. Papua",251515,"Kec. Betcbamu"
251500,"Kab. Asmat, Prov. Papua",251513,"Kec. Der Koumur"
251500,"Kab. Asmat, Prov. Papua",251502,"Kec. Fayit"
251500,"Kab. Asmat, Prov. Papua",251518,"Kec. Jetsy"
251500,"Kab. Asmat, Prov. Papua",251511,"Kec. Joerat"
251500,"Kab. Asmat, Prov. Papua",251523,"Kec. Joutu"
251500,"Kab. Asmat, Prov. Papua",251517,"Kec. Kolf Braza"
251500,"Kab. Asmat, Prov. Papua",251508,"Kec. Kopay"
251500,"Kab. Asmat, Prov. Papua",251524,"Kec. Koroway Buluanop"
251500,"Kab. Asmat, Prov. Papua",251501,"Kec. Pantai Kasuari"
251500,"Kab. Asmat, Prov. Papua",251512,"Kec. Pulau Tiga"
251500,"Kab. Asmat, Prov. Papua",251509,"Kec. Safan"
251500,"Kab. Asmat, Prov. Papua",251507,"Kec. Sawaerma"
251500,"Kab. Asmat, Prov. Papua",251510,"Kec. Sirets"
251500,"Kab. Asmat, Prov. Papua",251504,"Kec. Suator"
251500,"Kab. Asmat, Prov. Papua",251516,"Kec. Suru-Suru"
251500,"Kab. Asmat, Prov. Papua",251519,"Kec. Unir Sirau"
250200,"Kab. Biak Numfor, Prov. Papua",250215,"Kec. Ainando Padaido"
250200,"Kab. Biak Numfor, Prov. Papua",250217,"Kec. Andey"
250200,"Kab. Biak Numfor, Prov. Papua",250210,"Kec. Biak Barat"
250200,"Kab. Biak Numfor, Prov. Papua",250205,"Kec. Biak Kota"
250200,"Kab. Biak Numfor, Prov. Papua",250204,"Kec. Biak Timur"
250200,"Kab. Biak Numfor, Prov. Papua",250208,"Kec. Biak Utara"
250200,"Kab. Biak Numfor, Prov. Papua",250219,"Kec. Bondifuar"
250200,"Kab. Biak Numfor, Prov. Papua",250213,"Kec. Bruyandori"
250200,"Kab. Biak Numfor, Prov. Papua",250201,"Kec. Numfor Barat"
250200,"Kab. Biak Numfor, Prov. Papua",250202,"Kec. Numfor Timur"
250200,"Kab. Biak Numfor, Prov. Papua",250216,"Kec. Oridek"
250200,"Kab. Biak Numfor, Prov. Papua",250212,"Kec. Orkeri"
250200,"Kab. Biak Numfor, Prov. Papua",250203,"Kec. Padaido"
250200,"Kab. Biak Numfor, Prov. Papua",250214,"Kec. Poiru"
250200,"Kab. Biak Numfor, Prov. Papua",250206,"Kec. Samofa"
250200,"Kab. Biak Numfor, Prov. Papua",250211,"Kec. Swandiwe"
250200,"Kab. Biak Numfor, Prov. Papua",250209,"Kec. Warsa"
250200,"Kab. Biak Numfor, Prov. Papua",250218,"Kec. Yawosi"
250200,"Kab. Biak Numfor, Prov. Papua",250207,"Kec. Yendidori"
251300,"Kab. Boven Digoel, Prov. Papua",251314,"Kec. Ambatkwi"
251300,"Kab. Boven Digoel, Prov. Papua",251310,"Kec. Arimop"
251300,"Kab. Boven Digoel, Prov. Papua",251306,"Kec. Bomakia"
251300,"Kab. Boven Digoel, Prov. Papua",251311,"Kec. Firiwage"
251300,"Kab. Boven Digoel, Prov. Papua",251309,"Kec. Fofi"
251300,"Kab. Boven Digoel, Prov. Papua",251308,"Kec. Iniyandit"
251300,"Kab. Boven Digoel, Prov. Papua",251301,"Kec. Jair"
251300,"Kab. Boven Digoel, Prov. Papua",251320,"Kec. Kawagit"
251300,"Kab. Boven Digoel, Prov. Papua",251318,"Kec. Ki"
251300,"Kab. Boven Digoel, Prov. Papua",251319,"Kec. Kombay"
251300,"Kab. Boven Digoel, Prov. Papua",251315,"Kec. Kombut"
251300,"Kab. Boven Digoel, Prov. Papua",251304,"Kec. Kouh"
251300,"Kab. Boven Digoel, Prov. Papua",251303,"Kec. Mandobo"
251300,"Kab. Boven Digoel, Prov. Papua",251312,"Kec. Manggelum"
251300,"Kab. Boven Digoel, Prov. Papua",251302,"Kec. Mindiptana"
251300,"Kab. Boven Digoel, Prov. Papua",251316,"Kec. Ninati"
251300,"Kab. Boven Digoel, Prov. Papua",251317,"Kec. Sesnuk"
251300,"Kab. Boven Digoel, Prov. Papua",251307,"Kec. Subur"
251300,"Kab. Boven Digoel, Prov. Papua",251305,"Kec. Woropko"
251300,"Kab. Boven Digoel, Prov. Papua",251313,"Kec. Yaniruma"
253500,"Kab. Deiyai, Prov. Papua",253504,"Kec. Bowobado"
253500,"Kab. Deiyai, Prov. Papua",253505,"Kec. Kapiraya"
253500,"Kab. Deiyai, Prov. Papua",253501,"Kec. Tigi"
253500,"Kab. Deiyai, Prov. Papua",253502,"Kec. Tigi Barat"
253500,"Kab. Deiyai, Prov. Papua",253503,"Kec. Tigi Timur"
253400,"Kab. Dogiyai, Prov. Papua",253404,"Kec. Dogiyai"
253400,"Kab. Dogiyai, Prov. Papua",253406,"Kec. Kamu"
253400,"Kab. Dogiyai, Prov. Papua",253405,"Kec. Kamu Selatan"
253400,"Kab. Dogiyai, Prov. Papua",253408,"Kec. Kamu Tmur"
253400,"Kab. Dogiyai, Prov. Papua",253409,"Kec. Kamu Utara"
253400,"Kab. Dogiyai, Prov. Papua",253403,"Kec. Mapia"
253400,"Kab. Dogiyai, Prov. Papua",253402,"Kec. Mapia Barat"
253400,"Kab. Dogiyai, Prov. Papua",253407,"Kec. Mapia Tengah"
253400,"Kab. Dogiyai, Prov. Papua",253401,"Kec. Piyaiye"
253400,"Kab. Dogiyai, Prov. Papua",253410,"Kec. Sukikai Selatan"
253600,"Kab. Intan Jaya, Prov. Papua",253606,"Kec. Agisiga"
253600,"Kab. Intan Jaya, Prov. Papua",253604,"Kec. Biandoga"
253600,"Kab. Intan Jaya, Prov. Papua",253602,"Kec. Hitadipa"
253600,"Kab. Intan Jaya, Prov. Papua",253603,"Kec. Homeyo"
253600,"Kab. Intan Jaya, Prov. Papua",253601,"Kec. Sugapa"
253600,"Kab. Intan Jaya, Prov. Papua",253698,"Kec. Tomosiga"
253600,"Kab. Intan Jaya, Prov. Papua",253697,"Kec. Ugimba"
253600,"Kab. Intan Jaya, Prov. Papua",253605,"Kec. Wandai"
250800,"Kab. Jaya Wijaya, Prov. Papua",250818,"Kec. Asologaima"
250800,"Kab. Jaya Wijaya, Prov. Papua",250843,"Kec. Asolokobal"
250800,"Kab. Jaya Wijaya, Prov. Papua",250889,"Kec. Asotipo"
250800,"Kab. Jaya Wijaya, Prov. Papua",250887,"Kec. Bipiri"
250800,"Kab. Jaya Wijaya, Prov. Papua",250862,"Kec. Bolakme"
250800,"Kab. Jaya Wijaya, Prov. Papua",250886,"Kec. Bugi"
250800,"Kab. Jaya Wijaya, Prov. Papua",250872,"Kec. Hubikiak"
250800,"Kab. Jaya Wijaya, Prov. Papua",250860,"Kec. Hubikosi"
250800,"Kab. Jaya Wijaya, Prov. Papua",250868,"Kec. Ibele"
250800,"Kab. Jaya Wijaya, Prov. Papua",250873,"Kec. Itlay Hisage"
250800,"Kab. Jaya Wijaya, Prov. Papua",250882,"Kec. Koragi"
250800,"Kab. Jaya Wijaya, Prov. Papua",250819,"Kec. Kurulu"
250800,"Kab. Jaya Wijaya, Prov. Papua",250880,"Kec. Libarek"
250800,"Kab. Jaya Wijaya, Prov. Papua",250890,"Kec. Maima"
250800,"Kab. Jaya Wijaya, Prov. Papua",250875,"Kec. Molagalome"
250800,"Kab. Jaya Wijaya, Prov. Papua",250885,"Kec. Muliama"
250800,"Kab. Jaya Wijaya, Prov. Papua",250841,"Kec. Musatfak"
