kode_kabupaten,nama_kabupaten,kode_kec,nama_kec
060600,"Kab. Aceh Barat, Prov. Aceh",060611,"Kec. Arongan Lambalek"
060600,"Kab. Aceh Barat, Prov. Aceh",060610,"Kec. Bubon"
060600,"Kab. Aceh Barat, Prov. Aceh",060605,"Kec. Johan Pahlawan"
060600,"Kab. Aceh Barat, Prov. Aceh",060608,"Kec. Kaway XVI"
060600,"Kab. Aceh Barat, Prov. Aceh",060612,"Kec. Meureubo"
060600,"Kab. Aceh Barat, Prov. Aceh",060613,"Kec. Pantee Ceureumen"
060600,"Kab. Aceh Barat, Prov. Aceh",060616,"Kec. Panton Reu"
060600,"Kab. Aceh Barat, Prov. Aceh",060606,"Kec. Samatiga"
060600,"Kab. Aceh Barat, Prov. Aceh",060609,"Kec. Sungai Mas"
060600,"Kab. Aceh Barat, Prov. Aceh",060607,"Kec. Woyla"
060600,"Kab. Aceh Barat, Prov. Aceh",060614,"Kec. Woyla Barat"
060600,"Kab. Aceh Barat, Prov. Aceh",060615,"Kec. Woyla Timur"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061706,"Kec. Babahrot"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061703,"Kec. Blangpidie"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061709,"Kec. Jeumpa"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061705,"Kec. Kuala Batee"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061707,"Kec. Lembah Sabil"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061701,"Kec. Manggeng"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061708,"Kec. Setia"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061704,"Kec. Susoh"
061700,"Kab. Aceh Barat Daya, Prov. Aceh",061702,"Kec. Tangan-Tangan"
060100,"Kab. Aceh Besar, Prov. Aceh",060118,"Kec. Baitussalam"
060100,"Kab. Aceh Besar, Prov. Aceh",060123,"Kec. Blang Bintang"
060100,"Kab. Aceh Besar, Prov. Aceh",060111,"Kec. Darul Imarah"
060100,"Kab. Aceh Besar, Prov. Aceh",060122,"Kec. Darul Kamal"
060100,"Kab. Aceh Besar, Prov. Aceh",060106,"Kec. Darussalam"
060100,"Kab. Aceh Besar, Prov. Aceh",060103,"Kec. Indrapuri"
060100,"Kab. Aceh Besar, Prov. Aceh",060109,"Kec. Ingin Jaya"
060100,"Kab. Aceh Besar, Prov. Aceh",060117,"Kec. Kota Jantho"
060100,"Kab. Aceh Besar, Prov. Aceh",060119,"Kec. Krung Barona Jaya"
060100,"Kab. Aceh Besar, Prov. Aceh",060107,"Kec. Kuta Baro"
060100,"Kab. Aceh Besar, Prov. Aceh",060121,"Kec. Kuta Cot Glie"
060100,"Kab. Aceh Besar, Prov. Aceh",060115,"Kec. Kuta Malaka"
060100,"Kab. Aceh Besar, Prov. Aceh",060116,"Kec. Leumbah Seulewah"
060100,"Kab. Aceh Besar, Prov. Aceh",060114,"Kec. Leupung"
060100,"Kab. Aceh Besar, Prov. Aceh",060102,"Kec. Lhoknga"
060100,"Kab. Aceh Besar, Prov. Aceh",060101,"Kec. Lhoong"
060100,"Kab. Aceh Besar, Prov. Aceh",060105,"Kec. Mesjid Raya"
060100,"Kab. Aceh Besar, Prov. Aceh",060108,"Kec. Montasik"
060100,"Kab. Aceh Besar, Prov. Aceh",060112,"Kec. Peukan Bada"
060100,"Kab. Aceh Besar, Prov. Aceh",060113,"Kec. Pulo Aceh"
060100,"Kab. Aceh Besar, Prov. Aceh",060104,"Kec. Seulimeum"
060100,"Kab. Aceh Besar, Prov. Aceh",060120,"Kec. Simpang Tiga"
060100,"Kab. Aceh Besar, Prov. Aceh",060110,"Kec. Suka Makmur"
061600,"Kab. Aceh Jaya, Prov. Aceh",061608,"Kec. Darul Hikmah"
061600,"Kab. Aceh Jaya, Prov. Aceh",061607,"Kec. Indra Jaya"
061600,"Kab. Aceh Jaya, Prov. Aceh",061605,"Kec. Jaya"
061600,"Kab. Aceh Jaya, Prov. Aceh",061602,"Kec. Krueng Sabee"
061600,"Kab. Aceh Jaya, Prov. Aceh",061606,"Kec. Panga"
061600,"Kab. Aceh Jaya, Prov. Aceh",061609,"Kec. Pasie Raya"
061600,"Kab. Aceh Jaya, Prov. Aceh",061604,"Kec. Sampoiniet"
061600,"Kab. Aceh Jaya, Prov. Aceh",061603,"Kec. Setia Bakti"
061600,"Kab. Aceh Jaya, Prov. Aceh",061601,"Kec. Teunom"
060700,"Kab. Aceh Selatan, Prov. Aceh",060702,"Kec. Bakongan"
060700,"Kab. Aceh Selatan, Prov. Aceh",060713,"Kec. Bakongan Timur"
060700,"Kab. Aceh Selatan, Prov. Aceh",060703,"Kec. Kluet Selatan"
060700,"Kab. Aceh Selatan, Prov. Aceh",060714,"Kec. Kluet Tengah"
060700,"Kab. Aceh Selatan, Prov. Aceh",060712,"Kec. Kluet Timur"
060700,"Kab. Aceh Selatan, Prov. Aceh",060704,"Kec. Kluet Utara"
060700,"Kab. Aceh Selatan, Prov. Aceh",060717,"Kec. Kota Bahagia"
060700,"Kab. Aceh Selatan, Prov. Aceh",060709,"Kec. Labuhan Haji"
060700,"Kab. Aceh Selatan, Prov. Aceh",060715,"Kec. Labuhan Haji Barat"
060700,"Kab. Aceh Selatan, Prov. Aceh",060716,"Kec. Labuhan Haji Timur"
060700,"Kab. Aceh Selatan, Prov. Aceh",060708,"Kec. Meukek"
060700,"Kab. Aceh Selatan, Prov. Aceh",060710,"Kec. Pasie Raja"
060700,"Kab. Aceh Selatan, Prov. Aceh",060706,"Kec. Samadua"
060700,"Kab. Aceh Selatan, Prov. Aceh",060707,"Kec. Sawang"
060700,"Kab. Aceh Selatan, Prov. Aceh",060705,"Kec. Tapak Tuan"
060700,"Kab. Aceh Selatan, Prov. Aceh",060701,"Kec. Trumon"
060700,"Kab. Aceh Selatan, Prov. Aceh",060718,"Kec. Trumon Tengah"
060700,"Kab. Aceh Selatan, Prov. Aceh",060711,"Kec. Trumon Timur"
061300,"Kab. Aceh Singkil, Prov. Aceh",061307,"Kec. Danau Paris"
061300,"Kab. Aceh Singkil, Prov. Aceh",061306,"Kec. Gunung Mariah"
061300,"Kab. Aceh Singkil, Prov. Aceh",061317,"Kec. Kuala Baru"
061300,"Kab. Aceh Singkil, Prov. Aceh",061312,"Kec. Kuta Baharu"
061300,"Kab. Aceh Singkil, Prov. Aceh",061301,"Kec. Pulau Banyak"
061300,"Kab. Aceh Singkil, Prov. Aceh",061318,"Kec. Pulau Banyak Barat"
061300,"Kab. Aceh Singkil, Prov. Aceh",061303,"Kec. Simpang Kanan"
061300,"Kab. Aceh Singkil, Prov. Aceh",061302,"Kec. Singkil"
061300,"Kab. Aceh Singkil, Prov. Aceh",061305,"Kec. Singkil Utara"
061300,"Kab. Aceh Singkil, Prov. Aceh",061313,"Kec. Singkohor"
061300,"Kab. Aceh Singkil, Prov. Aceh",061308,"Kec. Suro Makmur"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061412,"Kec. Banda Mulya"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061413,"Kec. Bandar Pusaka"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061405,"Kec. Bendahara"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061406,"Kec. Karang Baru"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061402,"Kec. Kejuruan Muda"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061403,"Kec. Kualasimpang"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061407,"Kec. Manyak Payed"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061408,"Kec. Rantau"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061415,"Kec. Sekerak"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061404,"Kec. Seruway"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061401,"Kec. Tamiang Hulu"
061400,"Kab. Aceh Tamiang, Prov. Aceh",061414,"Kec. Tenggulun"
060500,"Kab. Aceh Tengah, Prov. Aceh",060525,"Kec. Atu Lintang"
060500,"Kab. Aceh Tengah, Prov. Aceh",060505,"Kec. Bebesen"
060500,"Kab. Aceh Tengah, Prov. Aceh",060527,"Kec. Bies"
060500,"Kab. Aceh Tengah, Prov. Aceh",060502,"Kec. Bintang"
060500,"Kab. Aceh Tengah, Prov. Aceh",060514,"Kec. Celala"
060500,"Kab. Aceh Tengah, Prov. Aceh",060526,"Kec. Jagong Jeget"
060500,"Kab. Aceh Tengah, Prov. Aceh",060522,"Kec. Kebayakan"
060500,"Kab. Aceh Tengah, Prov. Aceh",060513,"Kec. Ketol"
060500,"Kab. Aceh Tengah, Prov. Aceh",060512,"Kec. Kute Panang"
060500,"Kab. Aceh Tengah, Prov. Aceh",060524,"Kec. Laut Tawar"
060500,"Kab. Aceh Tengah, Prov. Aceh",060501,"Kec. Linge"
060500,"Kab. Aceh Tengah, Prov. Aceh",060504,"Kec. Pegasing"
060500,"Kab. Aceh Tengah, Prov. Aceh",060528,"Kec. Rusip Antara"
060500,"Kab. Aceh Tengah, Prov. Aceh",060506,"Kec. Silih Nara"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060807,"Kec. Babul Makmur"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060811,"Kec. Babul Rahmat"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060804,"Kec. Babussalam"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060805,"Kec. Badar"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060803,"Kec. Bambel"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060809,"Kec. Bukit Tusam"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060806,"Kec. Darul Hasanah"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060823,"Kec. Deleng Pokhkisen"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060822,"Kec. Ketambe"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060801,"Kec. Lawe Alas"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060808,"Kec. Lawe Bulan"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060802,"Kec. Lawe Sigala-Gala"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060824,"Kec. Lawe Sumur"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060826,"Kec. Lueser"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060810,"Kec. Semadam"
060800,"Kab. Aceh Tenggara, Prov. Aceh",060825,"Kec. Tanoh Alas"
060400,"Kab. Aceh Timur, Prov. Aceh",060422,"Kec. Banda Alam"
060400,"Kab. Aceh Timur, Prov. Aceh",060409,"Kec. Birem Bayeun"
060400,"Kab. Aceh Timur, Prov. Aceh",060414,"Kec. Darul Aman"
060400,"Kab. Aceh Timur, Prov. Aceh",060432,"Kec. Darul Falah"
060400,"Kab. Aceh Timur, Prov. Aceh",060429,"Kec. Darul Ihsan"
060400,"Kab. Aceh Timur, Prov. Aceh",060413,"Kec. Idi Rayeuk"
060400,"Kab. Aceh Timur, Prov. Aceh",060431,"Kec. Idi Timur"
060400,"Kab. Aceh Timur, Prov. Aceh",060423,"Kec. Idi Tunong"
060400,"Kab. Aceh Timur, Prov. Aceh",060425,"Kec. Indra Makmur"
060400,"Kab. Aceh Timur, Prov. Aceh",060416,"Kec. Julok"
060400,"Kab. Aceh Timur, Prov. Aceh",060426,"Kec. Madat"
060400,"Kab. Aceh Timur, Prov. Aceh",060415,"Kec. Nurussalam"
060400,"Kab. Aceh Timur, Prov. Aceh",060417,"Kec. Pante Beudari"
060400,"Kab. Aceh Timur, Prov. Aceh",060424,"Kec. Peudawa"
060400,"Kab. Aceh Timur, Prov. Aceh",060430,"Kec. Peunaron"
060400,"Kab. Aceh Timur, Prov. Aceh",060411,"Kec. Peureulak"
060400,"Kab. Aceh Timur, Prov. Aceh",060421,"Kec. Peureulak Barat"
060400,"Kab. Aceh Timur, Prov. Aceh",060420,"Kec. Peureulak Timur"
060400,"Kab. Aceh Timur, Prov. Aceh",060410,"Kec. Rantau Selamat"
060400,"Kab. Aceh Timur, Prov. Aceh",060412,"Kec. Ranto Peureulak"
060400,"Kab. Aceh Timur, Prov. Aceh",060408,"Kec. Serba Jadi"
060400,"Kab. Aceh Timur, Prov. Aceh",060428,"Kec. Simpang Jernih"
060400,"Kab. Aceh Timur, Prov. Aceh",060418,"Kec. Simpang Ulim"
060400,"Kab. Aceh Timur, Prov. Aceh",060419,"Kec. Sungai Raya"
060300,"Kab. Aceh Utara, Prov. Aceh",060310,"Kec. Baktiya"
060300,"Kab. Aceh Utara, Prov. Aceh",060317,"Kec. Baktiya Barat"
060300,"Kab. Aceh Utara, Prov. Aceh",060329,"Kec. Banda Baro"
060300,"Kab. Aceh Utara, Prov. Aceh",060307,"Kec. Cot Girek"
060300,"Kab. Aceh Utara, Prov. Aceh",060322,"Kec. Dewantara"
060300,"Kab. Aceh Utara, Prov. Aceh",060328,"Kec. Geureudong Pase"
060300,"Kab. Aceh Utara, Prov. Aceh",060303,"Kec. Kuta Makmur"
060300,"Kab. Aceh Utara, Prov. Aceh",060316,"Kec. Langkahan"
060300,"Kab. Aceh Utara, Prov. Aceh",060326,"Kec. Lapang"
060300,"Kab. Aceh Utara, Prov. Aceh",060323,"Kec. Lhoksukon"
060300,"Kab. Aceh Utara, Prov. Aceh",060306,"Kec. Matangkuli"
060300,"Kab. Aceh Utara, Prov. Aceh",060305,"Kec. Meurah Mulia"
060300,"Kab. Aceh Utara, Prov. Aceh",060321,"Kec. Muara Batu"
060300,"Kab. Aceh Utara, Prov. Aceh",060319,"Kec. Nibong"
060300,"Kab. Aceh Utara, Prov. Aceh",060302,"Kec. Nisam"
060300,"Kab. Aceh Utara, Prov. Aceh",060330,"Kec. Nisam Antara"
060300,"Kab. Aceh Utara, Prov. Aceh",060320,"Kec. Paya Bakong"
060300,"Kab. Aceh Utara, Prov. Aceh",060327,"Kec. Pirak Timu"
060300,"Kab. Aceh Utara, Prov. Aceh",060313,"Kec. Samudera"
060300,"Kab. Aceh Utara, Prov. Aceh",060301,"Kec. Sawang"
060300,"Kab. Aceh Utara, Prov. Aceh",060309,"Kec. Seunuddon"
060300,"Kab. Aceh Utara, Prov. Aceh",060318,"Kec. Simpang Keramat"
060300,"Kab. Aceh Utara, Prov. Aceh",060314,"Kec. Syamtalira Aron"
060300,"Kab. Aceh Utara, Prov. Aceh",060304,"Kec. Syamtalira Bayu"
060300,"Kab. Aceh Utara, Prov. Aceh",060308,"Kec. Tanah Jambo Aye"
060300,"Kab. Aceh Utara, Prov. Aceh",060312,"Kec. Tanah Luas"
060300,"Kab. Aceh Utara, Prov. Aceh",060315,"Kec. Tanah Pasir"
061900,"Kab. Bener Meriah, Prov. Aceh",061903,"Kec. Bandar"
061900,"Kab. Bener Meriah, Prov. Aceh",061908,"Kec. Bener Kelipah"
061900,"Kab. Bener Meriah, Prov. Aceh",061902,"Kec. Bukit"
061900,"Kab. Bener Meriah, Prov. Aceh",061910,"Kec. Gajah Putih"
061900,"Kab. Bener Meriah, Prov. Aceh",061909,"Kec. Mesidah"
061900,"Kab. Bener Meriah, Prov. Aceh",061904,"Kec. Permata"
061900,"Kab. Bener Meriah, Prov. Aceh",061905,"Kec. Pintu Rime Gayo"
061900,"Kab. Bener Meriah, Prov. Aceh",061907,"Kec. Syiah Utama"
061900,"Kab. Bener Meriah, Prov. Aceh",061901,"Kec. Timang Gajah"
061900,"Kab. Bener Meriah, Prov. Aceh",061906,"Kec. Wih Pesam"
061200,"Kab. Bireuen, Prov. Aceh",061210,"Kec. Ganda Pura"
061200,"Kab. Bireuen, Prov. Aceh",061207,"Kec. Jangka"
061200,"Kab. Bireuen, Prov. Aceh",061206,"Kec. Jeumpa"
061200,"Kab. Bireuen, Prov. Aceh",061203,"Kec. Jeunib"
061200,"Kab. Bireuen, Prov. Aceh",061205,"Kec. Juli"
061200,"Kab. Bireuen, Prov. Aceh",061213,"Kec. Kota Juang"
061200,"Kab. Bireuen, Prov. Aceh",061214,"Kec. Kuala"
061200,"Kab. Bireuen, Prov. Aceh",061217,"Kec. Kuta Blang"
061200,"Kab. Bireuen, Prov. Aceh",061209,"Kec. Makmur"
061200,"Kab. Bireuen, Prov. Aceh",061202,"Kec. Pandrah"
061200,"Kab. Bireuen, Prov. Aceh",061204,"Kec. Peudada"
061200,"Kab. Bireuen, Prov. Aceh",061212,"Kec. Peulimbang"
061200,"Kab. Bireuen, Prov. Aceh",061208,"Kec. Peusangan"
061200,"Kab. Bireuen, Prov. Aceh",061215,"Kec. Peusangan Selatan"
061200,"Kab. Bireuen, Prov. Aceh",061216,"Kec. Peusangan Siblah Krueng"
061200,"Kab. Bireuen, Prov. Aceh",061201,"Kec. Samalanga"
061200,"Kab. Bireuen, Prov. Aceh",061211,"Kec. Simpang Mamplam"
061800,"Kab. Gayo Lues, Prov. Aceh",061809,"Kec. Blang Pegayon"
061800,"Kab. Gayo Lues, Prov. Aceh",061806,"Kec. Blangjerango"
061800,"Kab. Gayo Lues, Prov. Aceh",061801,"Kec. Blangkejeren"
061800,"Kab. Gayo Lues, Prov. Aceh",061808,"Kec. Dabun Gelang"
061800,"Kab. Gayo Lues, Prov. Aceh",061802,"Kec. Kutapanjang"
061800,"Kab. Gayo Lues, Prov. Aceh",061810,"Kec. Pantan Cuaca"
061800,"Kab. Gayo Lues, Prov. Aceh",061805,"Kec. Pining"
061800,"Kab. Gayo Lues, Prov. Aceh",061807,"Kec. Putri Betung"
061800,"Kab. Gayo Lues, Prov. Aceh",061803,"Kec. Rikit Gaib"
061800,"Kab. Gayo Lues, Prov. Aceh",061804,"Kec. Terangun"
061800,"Kab. Gayo Lues, Prov. Aceh",061811,"Kec. Tripe Jaya"
061500,"Kab. Nagan Raya, Prov. Aceh",061503,"Kec. Beutong"
061500,"Kab. Nagan Raya, Prov. Aceh",061510,"Kec. Beutong Ateuh Banggalan"
061500,"Kab. Nagan Raya, Prov. Aceh",061501,"Kec. Darul Makmur"
061500,"Kab. Nagan Raya, Prov. Aceh",061502,"Kec. Kuala"
061500,"Kab. Nagan Raya, Prov. Aceh",061506,"Kec. Kuala Pesisir"
061500,"Kab. Nagan Raya, Prov. Aceh",061504,"Kec. Seunagan"
061500,"Kab. Nagan Raya, Prov. Aceh",061505,"Kec. Seunagan Timur"
061500,"Kab. Nagan Raya, Prov. Aceh",061508,"Kec. Suka Makmue"
061500,"Kab. Nagan Raya, Prov. Aceh",061507,"Kec. Tadu Raya"
061500,"Kab. Nagan Raya, Prov. Aceh",061509,"Kec. Tripa Makmur"
060200,"Kab. Pidie, Prov. Aceh",060222,"Kec. Batee"
060200,"Kab. Pidie, Prov. Aceh",060215,"Kec. Delima"
060200,"Kab. Pidie, Prov. Aceh",060201,"Kec. Geumpang"
060200,"Kab. Pidie, Prov. Aceh",060230,"Kec. Glumpang Baro"
060200,"Kab. Pidie, Prov. Aceh",060207,"Kec. Glumpang Tiga"
060200,"Kab. Pidie, Prov. Aceh",060227,"Kec. Grong-Grong"
060200,"Kab. Pidie, Prov. Aceh",060216,"Kec. Indrajaya"
060200,"Kab. Pidie, Prov. Aceh",060218,"Kec. Kembang Tanjung"
060200,"Kab. Pidie, Prov. Aceh",060231,"Kec. Keumala"
060200,"Kab. Pidie, Prov. Aceh",060220,"Kec. Kota Sigli"
060200,"Kab. Pidie, Prov. Aceh",060224,"Kec. Mane"
060200,"Kab. Pidie, Prov. Aceh",060213,"Kec. Mila"
060200,"Kab. Pidie, Prov. Aceh",060223,"Kec. Muara Tiga"
060200,"Kab. Pidie, Prov. Aceh",060208,"Kec. Mutiara"
060200,"Kab. Pidie, Prov. Aceh",060228,"Kec. Mutiara Timur"
060200,"Kab. Pidie, Prov. Aceh",060214,"Kec. Padang Tiji"
060200,"Kab. Pidie, Prov. Aceh",060217,"Kec. Peukan Baro"
060200,"Kab. Pidie, Prov. Aceh",060221,"Kec. Pidie"
060200,"Kab. Pidie, Prov. Aceh",060212,"Kec. Sakti"
060200,"Kab. Pidie, Prov. Aceh",060219,"Kec. Simpang Tiga"
060200,"Kab. Pidie, Prov. Aceh",060210,"Kec. Tangse"
060200,"Kab. Pidie, Prov. Aceh",060209,"Kec. Tiro/Truseb"
060200,"Kab. Pidie, Prov. Aceh",060232,"Kec. Titeu"
062000,"Kab. Pidie Jaya, Prov. Aceh",062006,"Kec. Bandar Baru"
062000,"Kab. Pidie Jaya, Prov. Aceh",062004,"Kec. Bandar Dua"
062000,"Kab. Pidie Jaya, Prov. Aceh",062003,"Kec. Jangka Buya"
062000,"Kab. Pidie Jaya, Prov. Aceh",062005,"Kec. Meurah Dua"
062000,"Kab. Pidie Jaya, Prov. Aceh",062001,"Kec. Meureudu"
062000,"Kab. Pidie Jaya, Prov. Aceh",062007,"Kec. Panteraja"
062000,"Kab. Pidie Jaya, Prov. Aceh",062008,"Kec. Trienggadeng"
062000,"Kab. Pidie Jaya, Prov. Aceh",062002,"Kec. Ulim"
061100,"Kab. Simeulue, Prov. Aceh",061108,"Kec. Alafan"
061100,"Kab. Simeulue, Prov. Aceh",061104,"Kec. Salang"
061100,"Kab. Simeulue, Prov. Aceh",061105,"Kec. Simeulue Barat"
061100,"Kab. Simeulue, Prov. Aceh",061110,"Kec. Simeulue Cut"
061100,"Kab. Simeulue, Prov. Aceh",061103,"Kec. Simeulue Tengah"
061100,"Kab. Simeulue, Prov. Aceh",061102,"Kec. Simeulue Timur"
061100,"Kab. Simeulue, Prov. Aceh",061107,"Kec. Teluk Dalam"
061100,"Kab. Simeulue, Prov. Aceh",061106,"Kec. Teupah Barat"
061100,"Kab. Simeulue, Prov. Aceh",061101,"Kec. Teupah Selatan"
061100,"Kab. Simeulue, Prov. Aceh",061109,"Kec. Teupah Tengah"
066100,"Kota Banda Aceh, Prov. Aceh",066102,"Kec. Baiturrahman"
066100,"Kota Banda Aceh, Prov. Aceh",066108,"Kec. Banda Raya"
066100,"Kota Banda Aceh, Prov. Aceh",066109,"Kec. Jaya Baru"
066100,"Kota Banda Aceh, Prov. Aceh",066103,"Kec. Kuta Alam"
066100,"Kota Banda Aceh, Prov. Aceh",066105,"Kec. Kuta Raja"
066100,"Kota Banda Aceh, Prov. Aceh",066107,"Kec. Lueng Bata"
066100,"Kota Banda Aceh, Prov. Aceh",066101,"Kec. Meuraxa"
066100,"Kota Banda Aceh, Prov. Aceh",066104,"Kec. Syiah Kuala"
066100,"Kota Banda Aceh, Prov. Aceh",066106,"Kec. Ulee Kareng"
066300,"Kota Langsa, Prov. Aceh",066302,"Kec. Langsa Barat"
066300,"Kota Langsa, Prov. Aceh",066305,"Kec. Langsa Baro"
066300,"Kota Langsa, Prov. Aceh",066303,"Kec. Langsa Kota"
066300,"Kota Langsa, Prov. Aceh",066304,"Kec. Langsa Lama"
066300,"Kota Langsa, Prov. Aceh",066301,"Kec. Langsa Timur"
066200,"Kota Lhokseumawe, Prov. Aceh",066203,"Kec. Banda Sakti"
066200,"Kota Lhokseumawe, Prov. Aceh",066201,"Kec. Blang Mangat"
066200,"Kota Lhokseumawe, Prov. Aceh",066202,"Kec. Muara Dua"
066200,"Kota Lhokseumawe, Prov. Aceh",066204,"Kec. Muara Satu"
066000,"Kota Sabang, Prov. Aceh",066001,"Kec. Sukajaya"
066000,"Kota Sabang, Prov. Aceh",066002,"Kec. Sukakarya"
066400,"Kota Subulussalam, Prov. Aceh",066405,"Kec. Longkib"
066400,"Kota Subulussalam, Prov. Aceh",066402,"Kec. Penanggalan"
066400,"Kota Subulussalam, Prov. Aceh",066403,"Kec. Rundeng"
066400,"Kota Subulussalam, Prov. Aceh",066401,"Kec. Simpang Kiri"
066400,"Kota Subulussalam, Prov. Aceh",066404,"Kec. Sultan Daulat"
220400,"Kab. Badung, Prov. Bali",220405,"Kec. Abiansemal"
220400,"Kab. Badung, Prov. Bali",220402,"Kec. Kuta"
220400,"Kab. Badung, Prov. Bali",220401,"Kec. Kuta Selatan"
220400,"Kab. Badung, Prov. Bali",220403,"Kec. Kuta Utara"
220400,"Kab. Badung, Prov. Bali",220404,"Kec. Mengwi"
220400,"Kab. Badung, Prov. Bali",220406,"Kec. Petang"
220700,"Kab. Bangli, Prov. Bali",220702,"Kec. Bangli"
220700,"Kab. Bangli, Prov. Bali",220704,"Kec. Kintamani"
220700,"Kab. Bangli, Prov. Bali",220701,"Kec. Susut"
220700,"Kab. Bangli, Prov. Bali",220703,"Kec. Tembuku"
220100,"Kab. Buleleng, Prov. Bali",220104,"Kec. Banjar"
220100,"Kab. Buleleng, Prov. Bali",220106,"Kec. Buleleng"
220100,"Kab. Buleleng, Prov. Bali",220103,"Kec. Busungbiu"
220100,"Kab. Buleleng, Prov. Bali",220101,"Kec. Gerokgak"
220100,"Kab. Buleleng, Prov. Bali",220108,"Kec. Kubutambahan"
220100,"Kab. Buleleng, Prov. Bali",220107,"Kec. Sawan"
220100,"Kab. Buleleng, Prov. Bali",220102,"Kec. Seririt"
220100,"Kab. Buleleng, Prov. Bali",220105,"Kec. Sukasada"
220100,"Kab. Buleleng, Prov. Bali",220109,"Kec. Tejakula"
220500,"Kab. Gianyar, Prov. Bali",220502,"Kec. Blahbatuh"
220500,"Kab. Gianyar, Prov. Bali",220503,"Kec. Gianyar"
220500,"Kab. Gianyar, Prov. Bali",220507,"Kec. Payangan"
220500,"Kab. Gianyar, Prov. Bali",220501,"Kec. Sukawati"
220500,"Kab. Gianyar, Prov. Bali",220504,"Kec. Tampak siring"
220500,"Kab. Gianyar, Prov. Bali",220506,"Kec. Tegallalang"
220500,"Kab. Gianyar, Prov. Bali",220505,"Kec. Ubud"
220200,"Kab. Jembrana, Prov. Bali",220205,"Kec. Jembrana"
220200,"Kab. Jembrana, Prov. Bali",220201,"Kec. Melaya"
220200,"Kab. Jembrana, Prov. Bali",220203,"Kec. Mendoyo"
220200,"Kab. Jembrana, Prov. Bali",220202,"Kec. Negara"
220200,"Kab. Jembrana, Prov. Bali",220204,"Kec. Pekutatan"
220800,"Kab. Karang Asem, Prov. Bali",220805,"Kec. Abang"
220800,"Kab. Karang Asem, Prov. Bali",220806,"Kec. Bebandem"
220800,"Kab. Karang Asem, Prov. Bali",220804,"Kec. Karangasem"
220800,"Kab. Karang Asem, Prov. Bali",220808,"Kec. Kubu"
220800,"Kab. Karang Asem, Prov. Bali",220803,"Kec. Manggis"
220800,"Kab. Karang Asem, Prov. Bali",220801,"Kec. Rendang"
220800,"Kab. Karang Asem, Prov. Bali",220807,"Kec. Selat"
220800,"Kab. Karang Asem, Prov. Bali",220802,"Kec. Sidemen"
220600,"Kab. Klungkung, Prov. Bali",220602,"Kec. Banjarangkan"
220600,"Kab. Klungkung, Prov. Bali",220604,"Kec. Dawan"
220600,"Kab. Klungkung, Prov. Bali",220603,"Kec. Klungkung"
220600,"Kab. Klungkung, Prov. Bali",220601,"Kec. Nusapenida"
220300,"Kab. Tabanan, Prov. Bali",220306,"Kec. Baturiti"
220300,"Kab. Tabanan, Prov. Bali",220304,"Kec. Kediri"
220300,"Kab. Tabanan, Prov. Bali",220302,"Kec. Kerambitan"
220300,"Kab. Tabanan, Prov. Bali",220305,"Kec. Marga"
220300,"Kab. Tabanan, Prov. Bali",220307,"Kec. Penebel"
220300,"Kab. Tabanan, Prov. Bali",220308,"Kec. Pupuan"
220300,"Kab. Tabanan, Prov. Bali",220301,"Kec. Selemadeg"
220300,"Kab. Tabanan, Prov. Bali",220309,"Kec. Selemadeg Barat"
220300,"Kab. Tabanan, Prov. Bali",220310,"Kec. Selemadeg Timur"
220300,"Kab. Tabanan, Prov. Bali",220303,"Kec. Tabanan"
